# BUSCO version is: 5.5.0 
# The lineage dataset is: bacillales_odb10 (Creation date: 2024-01-08, number of genomes: 412, number of BUSCOs: 450)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
73693at1385	Complete	NODE_2_length_245272_cov_72.276469	184966	186114	-	626.3	328	https://v10-1.orthodb.org/?query=73693at1385	Cell division protein FtsZ
74306at1385	Complete	NODE_2_length_245272_cov_72.276469	61976	62758	-	309.4	198	https://v10-1.orthodb.org/?query=74306at1385	Decaprenyl diphosphate synthase-like
74889at1385	Complete	NODE_1_length_284620_cov_98.478119	197756	198601	-	230.7	175	https://v10-1.orthodb.org/?query=74889at1385	Octanoyl-
75908at1385	Complete	NODE_1_length_284620_cov_98.478119	117015	117878	-	344.6	239	https://v10-1.orthodb.org/?query=75908at1385	ATP synthase, F1 complex, gamma subunit
76234at1385	Complete	NODE_24_length_59682_cov_130.117631	51080	52180	-	438.9	332	https://v10-1.orthodb.org/?query=76234at1385	PIN domain
76446at1385	Complete	NODE_4_length_167759_cov_77.424081	58358	59143	-	399.7	213	https://v10-1.orthodb.org/?query=76446at1385	ABC transporter ATP-binding protein
76591at1385	Complete	NODE_3_length_177228_cov_64.729564	60277	61449	+	542.0	318	https://v10-1.orthodb.org/?query=76591at1385	Chorismate synthase
77889at1385	Complete	NODE_2_length_245272_cov_72.276469	139888	141108	-	394.8	259	https://v10-1.orthodb.org/?query=77889at1385	Flavoprotein
78730at1385	Complete	NODE_2_length_245272_cov_72.276469	173784	174620	-	214.4	197	https://v10-1.orthodb.org/?query=78730at1385	Multi-copper polyphenol oxidoreductase
79927at1385	Complete	NODE_28_length_55587_cov_60.025175	4123	5469	+	485.1	367	https://v10-1.orthodb.org/?query=79927at1385	Exonuclease VII, large subunit
80066at1385	Complete	NODE_2_length_245272_cov_72.276469	195044	196018	-	406.5	257	https://v10-1.orthodb.org/?query=80066at1385	phospho-N-acetylmuramoyl-pentapeptide- transferase
80709at1385	Complete	NODE_11_length_115385_cov_68.112937	39135	40007	+	145.0	181	https://v10-1.orthodb.org/?query=80709at1385	Rod shape-determining protein MreC
81290at1385	Complete	NODE_10_length_134281_cov_67.927667	68953	70074	+	354.4	281	https://v10-1.orthodb.org/?query=81290at1385	GTP cyclohydrolase 1 type 2 homolog
81499at1385	Complete	NODE_2_length_245272_cov_72.276469	129960	130856	-	269.5	211	https://v10-1.orthodb.org/?query=81499at1385	Ribosome biogenesis GTPase RsgA
81615at1385	Complete	NODE_10_length_134281_cov_67.927667	36721	37860	+	399.8	300	https://v10-1.orthodb.org/?query=81615at1385	coproporphyrinogen III oxidase
82337at1385	Complete	NODE_12_length_110573_cov_70.712092	75943	77361	-	550.1	468	https://v10-1.orthodb.org/?query=82337at1385	DnaD domain
82373at1385	Complete	NODE_50_length_15489_cov_128.690229	4272	5156	+	473.0	246	https://v10-1.orthodb.org/?query=82373at1385	Pyridoxal 5'-phosphate synthase subunit PdxS
84461at1385	Complete	NODE_10_length_134281_cov_67.927667	30439	31482	+	323.5	280	https://v10-1.orthodb.org/?query=84461at1385	DNA polymerase III delta, N-terminal
84647at1385	Complete	NODE_2_length_245272_cov_72.276469	162569	163483	-	293.7	207	https://v10-1.orthodb.org/?query=84647at1385	Aspartate carbamoyltransferase
85426at1385	Complete	NODE_3_length_177228_cov_64.729564	86714	87574	+	315.2	227	https://v10-1.orthodb.org/?query=85426at1385	pantoate--beta-alanine ligase
85794at1385	Complete	NODE_2_length_245272_cov_72.276469	202387	203322	-	414.7	259	https://v10-1.orthodb.org/?query=85794at1385	S-adenosyl-L-methionine-dependent methyltransferase
85835at1385	Complete	NODE_12_length_110573_cov_70.712092	107705	108646	-	253.3	230	https://v10-1.orthodb.org/?query=85835at1385	DHHA1 domain
86300at1385	Complete	NODE_5_length_162701_cov_71.739280	161937	162620	+	238.2	165	https://v10-1.orthodb.org/?query=86300at1385	metal-dependent hydrolase
86970at1385	Complete	NODE_3_length_177228_cov_64.729564	61449	62537	+	280.9	203	https://v10-1.orthodb.org/?query=86970at1385	3-dehydroquinate synthase
87039at1385	Complete	NODE_32_length_48489_cov_89.037577	40708	41466	-	290.3	203	https://v10-1.orthodb.org/?query=87039at1385	Imidazole glycerol phosphate synthase subunit HisF
87392at1385	Complete	NODE_34_length_45123_cov_83.957775	21650	22333	-	326.3	198	https://v10-1.orthodb.org/?query=87392at1385	phosphoribosylformylglycinamidine synthase I
88047at1385	Complete	NODE_12_length_110573_cov_70.712092	74980	75915	-	291.0	241	https://v10-1.orthodb.org/?query=88047at1385	Primosomal DnaI, N-terminal
88789at1385	Complete	NODE_28_length_55587_cov_60.025175	10102	11832	+	493.8	509	https://v10-1.orthodb.org/?query=88789at1385	DNA repair protein RecN
89092at1385	Complete	NODE_21_length_63332_cov_124.278948	45908	46759	-	286.8	201	https://v10-1.orthodb.org/?query=89092at1385	Nucleoid occlusion protein
89313at1385	Complete	NODE_29_length_55167_cov_125.731583	31074	32543	+	373.7	372	https://v10-1.orthodb.org/?query=89313at1385	Tetrapyrrole methylase
89346at1385	Complete	NODE_3_length_177228_cov_64.729564	68242	69045	+	197.2	178	https://v10-1.orthodb.org/?query=89346at1385	Tryptophan synthase alpha chain
89881at1385	Complete	NODE_3_length_177228_cov_64.729564	65662	66414	+	161.4	178	https://v10-1.orthodb.org/?query=89881at1385	Indole-3-glycerol phosphate synthase
90089at1385	Complete	NODE_2_length_245272_cov_72.276469	65299	66039	-	471.5	225	https://v10-1.orthodb.org/?query=90089at1385	Ribosomal protein S2
91029at1385	Complete	NODE_21_length_63332_cov_124.278948	43567	44415	-	270.6	205	https://v10-1.orthodb.org/?query=91029at1385	ParB/Sulfiredoxin
91467at1385	Complete	NODE_3_length_177228_cov_64.729564	80409	81212	+	186.6	141	https://v10-1.orthodb.org/?query=91467at1385	4-hydroxy-tetrahydrodipicolinate reductase
91566at1385	Complete	NODE_2_length_245272_cov_72.276469	117500	118249	-	282.9	181	https://v10-1.orthodb.org/?query=91566at1385	ribonuclease III
92829at1385	Complete	NODE_31_length_51624_cov_75.936978	9425	10369	+	294.2	225	https://v10-1.orthodb.org/?query=92829at1385	tRNA dimethylallyltransferase
93227at1385	Complete	NODE_2_length_245272_cov_72.276469	108057	108788	-	351.5	201	https://v10-1.orthodb.org/?query=93227at1385	tRNA (guanine-N1-)-methyltransferase, bacteria
93364at1385	Complete	NODE_11_length_115385_cov_68.112937	22950	23894	+	392.8	258	https://v10-1.orthodb.org/?query=93364at1385	Porphobilinogen deaminase
93636at1385	Complete	NODE_2_length_245272_cov_72.276469	112830	113819	-	467.7	272	https://v10-1.orthodb.org/?query=93636at1385	Signal recognition particle receptor FtsY
93850at1385	Complete	NODE_49_length_20370_cov_99.255329	18004	18822	+	222.7	190	https://v10-1.orthodb.org/?query=93850at1385	NH(3)-dependent NAD(+) synthetase
94489at1385	Complete	NODE_24_length_59682_cov_130.117631	21356	22012	-	383.8	196	https://v10-1.orthodb.org/?query=94489at1385	K Homology domain
94653at1385	Complete	NODE_50_length_15489_cov_128.690229	14077	14673	+	323.8	183	https://v10-1.orthodb.org/?query=94653at1385	Recombination protein RecR
94930at1385	Complete	NODE_2_length_245272_cov_72.276469	22328	23119	-	348.6	207	https://v10-1.orthodb.org/?query=94930at1385	ACT domain
95086at1385	Complete	NODE_28_length_55587_cov_60.025175	53474	54397	+	258.9	214	https://v10-1.orthodb.org/?query=95086at1385	Ribonuclease Z
95630at1385	Complete	NODE_24_length_59682_cov_130.117631	47401	48054	-	287.3	156	https://v10-1.orthodb.org/?query=95630at1385	Serine acetyltransferase
96359at1385	Complete	NODE_1_length_284620_cov_98.478119	130295	131161	-	209.1	213	https://v10-1.orthodb.org/?query=96359at1385	Release factor glutamine methyltransferase
96590at1385	Complete	NODE_3_length_177228_cov_64.729564	56941	57642	+	290.6	191	https://v10-1.orthodb.org/?query=96590at1385	Demethylmenaquinone methyltransferase
97352at1385	Complete	NODE_43_length_28370_cov_119.979587	5197	5991	+	330.8	208	https://v10-1.orthodb.org/?query=97352at1385	Metallo-beta-lactamase
97469at1385	Complete	NODE_18_length_68755_cov_70.993202	9773	10390	-	302.4	177	https://v10-1.orthodb.org/?query=97469at1385	LexA repressor
97861at1385	Complete	NODE_2_length_245272_cov_72.276469	14234	15028	-	320.5	206	https://v10-1.orthodb.org/?query=97861at1385	metallophosphoesterase
98319at1385	Complete	NODE_28_length_55587_cov_60.025175	45598	46713	+	432.0	312	https://v10-1.orthodb.org/?query=98319at1385	Peptidase M20
98731at1385	Complete	NODE_13_length_107674_cov_210.936805	70074	70835	+	306.3	198	https://v10-1.orthodb.org/?query=98731at1385	Triosephosphate isomerase
98998at1385	Complete	NODE_24_length_59682_cov_130.117631	23862	24485	-	276.8	175	https://v10-1.orthodb.org/?query=98998at1385	50S ribosomal protein L4
99291at1385	Complete	NODE_29_length_55167_cov_125.731583	18184	19053	+	389.1	240	https://v10-1.orthodb.org/?query=99291at1385	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase
99387at1385	Complete	NODE_1_length_284620_cov_98.478119	127047	128087	-	254.1	189	https://v10-1.orthodb.org/?query=99387at1385	Threonylcarbamoyl-AMP synthase
99488at1385	Complete	NODE_29_length_55167_cov_125.731583	7584	8327	+	255.6	185	https://v10-1.orthodb.org/?query=99488at1385	Methyltransferase small domain
100220at1385	Complete	NODE_15_length_89294_cov_82.267551	9896	11209	-	355.9	246	https://v10-1.orthodb.org/?query=100220at1385	A/G-specific adenine glycosylase
100729at1385	Complete	NODE_24_length_59682_cov_130.117631	41045	41743	-	360.7	204	https://v10-1.orthodb.org/?query=100729at1385	Ribosomal protein L1
101456at1385	Complete	NODE_10_length_134281_cov_67.927667	127871	128428	+	264.5	165	https://v10-1.orthodb.org/?query=101456at1385	Elongation factor P
101831at1385	Complete	NODE_3_length_177228_cov_64.729564	85879	86712	+	257.9	186	https://v10-1.orthodb.org/?query=101831at1385	3-methyl-2-oxobutanoate hydroxymethyltransferase
102264at1385	Complete	NODE_2_length_245272_cov_72.276469	132811	133575	-	199.3	183	https://v10-1.orthodb.org/?query=102264at1385	PPM-type phosphatase domain
103791at1385	Complete	NODE_10_length_134281_cov_67.927667	20457	20984	+	209.3	135	https://v10-1.orthodb.org/?query=103791at1385	HAD superfamily
104129at1385	Complete	NODE_24_length_59682_cov_130.117631	14325	14978	-	309.9	183	https://v10-1.orthodb.org/?query=104129at1385	Adenylate kinase
104299at1385	Duplicated	NODE_22_length_62726_cov_85.359433	36613	37332	-	284.8	198	https://v10-1.orthodb.org/?query=104299at1385	Transcriptional regulator TACO1-like
104299at1385	Duplicated	NODE_11_length_115385_cov_68.112937	56011	56733	+	254.1	197	https://v10-1.orthodb.org/?query=104299at1385	Transcriptional regulator TACO1-like
104333at1385	Complete	NODE_3_length_177228_cov_64.729564	84657	85634	+	255.2	244	https://v10-1.orthodb.org/?query=104333at1385	Biotin--acetyl-CoA-carboxylase ligase
104847at1385	Complete	NODE_32_length_48489_cov_89.037577	42836	43420	-	222.4	143	https://v10-1.orthodb.org/?query=104847at1385	Imidazoleglycerol-phosphate dehydratase
105077at1385	Complete	NODE_24_length_59682_cov_130.117631	24513	25142	-	289.6	174	https://v10-1.orthodb.org/?query=105077at1385	Ribosomal protein L3
105201at1385	Complete	NODE_3_length_177228_cov_64.729564	95138	95797	+	319.1	179	https://v10-1.orthodb.org/?query=105201at1385	Endonuclease III
105214at1385	Complete	NODE_29_length_55167_cov_125.731583	15308	16186	+	364.2	239	https://v10-1.orthodb.org/?query=105214at1385	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase
105397at1385	Complete	NODE_2_length_245272_cov_72.276469	63448	64170	-	384.4	208	https://v10-1.orthodb.org/?query=105397at1385	Uridylate kinase
106235at1385	Complete	NODE_20_length_64803_cov_82.778356	31540	32175	-	328.7	195	https://v10-1.orthodb.org/?query=106235at1385	GTP pyrophosphokinase
106702at1385	Complete	NODE_1_length_284620_cov_98.478119	122504	123133	-	345.5	188	https://v10-1.orthodb.org/?query=106702at1385	Uracil phosphoribosyltransferase
107104at1385	Complete	NODE_32_length_48489_cov_89.037577	41463	42200	-	143.3	171	https://v10-1.orthodb.org/?query=107104at1385	1-(5-phosphoribosyl)-5-
107190at1385	Complete	NODE_29_length_55167_cov_125.731583	12374	13141	+	391.7	225	https://v10-1.orthodb.org/?query=107190at1385	Hydrolase TatD
107424at1385	Complete	NODE_2_length_245272_cov_72.276469	118706	119446	-	326.3	208	https://v10-1.orthodb.org/?query=107424at1385	Short-chain dehydrogenase/reductase, conserved site
108002at1385	Complete	NODE_2_length_245272_cov_72.276469	136007	136960	-	314.8	230	https://v10-1.orthodb.org/?query=108002at1385	Methionyl-tRNA formyltransferase
108149at1385	Complete	NODE_29_length_55167_cov_125.731583	19109	19966	+	341.0	223	https://v10-1.orthodb.org/?query=108149at1385	Winged helix-like DNA-binding domain superfamily
108281at1385	Complete	NODE_29_length_55167_cov_125.731583	44548	45423	+	356.5	238	https://v10-1.orthodb.org/?query=108281at1385	Heat shock protein Hsp33
109403at1385	Complete	NODE_24_length_59682_cov_130.117631	44836	45585	-	299.6	210	https://v10-1.orthodb.org/?query=109403at1385	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB
109771at1385	Complete	NODE_24_length_59682_cov_130.117631	17914	18453	-	246.5	160	https://v10-1.orthodb.org/?query=109771at1385	Ribosomal protein L6, alpha-beta domain
110060at1385	Complete	NODE_25_length_59361_cov_103.024804	40582	41235	+	220.8	165	https://v10-1.orthodb.org/?query=110060at1385	Impact, N-terminal
110189at1385	Complete	NODE_2_length_245272_cov_72.276469	95300	95845	-	277.1	159	https://v10-1.orthodb.org/?query=110189at1385	ATP-dependent protease subunit HslV
110363at1385	Complete	NODE_1_length_284620_cov_98.478119	200936	201700	+	374.3	211	https://v10-1.orthodb.org/?query=110363at1385	Putative heme-dependent peroxidase/Chlorite dismutase
111415at1385	Complete	NODE_8_length_136202_cov_108.675329	115458	116279	-	332.8	200	https://v10-1.orthodb.org/?query=111415at1385	Diadenylate cyclase
112382at1385	Complete	NODE_12_length_110573_cov_70.712092	82715	83308	-	168.9	143	https://v10-1.orthodb.org/?query=112382at1385	Dephospho-CoA kinase
114829at1385	Complete	NODE_2_length_245272_cov_72.276469	208162	208680	-	105.3	110	https://v10-1.orthodb.org/?query=114829at1385	Metal-binding protein
115038at1385	Complete	NODE_2_length_245272_cov_72.276469	173085	173777	-	247.5	179	https://v10-1.orthodb.org/?query=115038at1385	Pyridoxal phosphate homeostasis protein
115708at1385	Complete	NODE_2_length_245272_cov_72.276469	106579	107427	-	364.4	243	https://v10-1.orthodb.org/?query=115708at1385	Ribosome biogenesis GTPase A
115891at1385	Complete	NODE_10_length_134281_cov_67.927667	100987	101622	+	174.9	159	https://v10-1.orthodb.org/?query=115891at1385	Metallo-beta-lactamase
116246at1385	Complete	NODE_42_length_30993_cov_96.737087	23688	24335	-	225.0	162	https://v10-1.orthodb.org/?query=116246at1385	Redox-sensing transcriptional repressor Rex
116262at1385	Complete	NODE_1_length_284620_cov_98.478119	120955	121689	-	242.4	192	https://v10-1.orthodb.org/?query=116262at1385	ATP synthase subunit a
116561at1385	Complete	NODE_32_length_48489_cov_89.037577	44697	45338	-	219.9	153	https://v10-1.orthodb.org/?query=116561at1385	ATP phosphoribosyltransferase
117612at1385	Complete	NODE_1_length_284620_cov_98.478119	136482	137069	-	172.5	143	https://v10-1.orthodb.org/?query=117612at1385	Thymidine kinase
118212at1385	Complete	NODE_24_length_59682_cov_130.117631	42431	43000	-	246.1	145	https://v10-1.orthodb.org/?query=118212at1385	NusG, N-terminal
118229at1385	Complete	NODE_5_length_162701_cov_71.739280	136203	136805	-	296.6	179	https://v10-1.orthodb.org/?query=118229at1385	RNA-binding S4 domain
118441at1385	Complete	NODE_5_length_162701_cov_71.739280	112345	112986	+	199.3	156	https://v10-1.orthodb.org/?query=118441at1385	tRNA (guanine-N(7)-)-methyltransferase
119265at1385	Complete	NODE_2_length_245272_cov_72.276469	61163	61963	-	251.6	215	https://v10-1.orthodb.org/?query=119265at1385	Phosphatidate cytidylyltransferase
119993at1385	Complete	NODE_2_length_245272_cov_72.276469	100486	101379	-	172.7	147	https://v10-1.orthodb.org/?query=119993at1385	DNA recombination-mediator protein A
120164at1385	Complete	NODE_2_length_245272_cov_72.276469	141396	142010	-	253.2	162	https://v10-1.orthodb.org/?query=120164at1385	Guanylate kinase
120212at1385	Complete	NODE_24_length_59682_cov_130.117631	19121	19660	-	293.5	151	https://v10-1.orthodb.org/?query=120212at1385	Ribosomal protein L5
120519at1385	Complete	NODE_4_length_167759_cov_77.424081	11069	11998	-	303.3	242	https://v10-1.orthodb.org/?query=120519at1385	Homoserine kinase
120600at1385	Complete	NODE_8_length_136202_cov_108.675329	114011	115465	-	215.5	317	https://v10-1.orthodb.org/?query=120600at1385	YbbR-like
121298at1385	Complete	NODE_25_length_59361_cov_103.024804	34953	35675	-	69.7	92	https://v10-1.orthodb.org/?query=121298at1385	Phosphoribosyltransferase domain
121310at1385	Complete	NODE_11_length_115385_cov_68.112937	76582	77094	+	226.8	128	https://v10-1.orthodb.org/?query=121310at1385	Adenine phosphoribosyltransferase
121401at1385	Complete	NODE_50_length_15489_cov_128.690229	5178	5768	+	163.4	134	https://v10-1.orthodb.org/?query=121401at1385	Pyridoxal 5'-phosphate synthase subunit PdxT
121701at1385	Complete	NODE_2_length_245272_cov_72.276469	46157	47086	-	302.3	196	https://v10-1.orthodb.org/?query=121701at1385	tRNA pseudouridine synthase B
121810at1385	Complete	NODE_2_length_245272_cov_72.276469	23587	24315	-	168.1	168	https://v10-1.orthodb.org/?query=121810at1385	Short-chain dehydrogenase/reductase SDR
123733at1385	Complete	NODE_29_length_55167_cov_125.731583	3826	4464	+	210.9	147	https://v10-1.orthodb.org/?query=123733at1385	Thymidylate kinase
124622at1385	Complete	NODE_12_length_110573_cov_70.712092	19849	20457	-	245.1	169	https://v10-1.orthodb.org/?query=124622at1385	Succinate dehydrogenase cytochrome b558 subunit
125355at1385	Missing
125356at1385	Complete	NODE_1_length_284620_cov_98.478119	124722	125264	-	223.6	145	https://v10-1.orthodb.org/?query=125356at1385	Protein of unknown function  DUF436
125362at1385	Complete	NODE_2_length_245272_cov_72.276469	154618	155337	-	230.6	171	https://v10-1.orthodb.org/?query=125362at1385	Orotidine 5'-phosphate decarboxylase
125363at1385	Complete	NODE_34_length_45123_cov_83.957775	5594	6280	-	224.6	176	https://v10-1.orthodb.org/?query=125363at1385	Heptaprenylglyceryl phosphate synthase
125757at1385	Complete	NODE_24_length_59682_cov_130.117631	30224	30694	-	273.9	157	https://v10-1.orthodb.org/?query=125757at1385	Ribosomal protein S7 domain
126518at1385	Complete	NODE_2_length_245272_cov_72.276469	172633	173088	-	226.2	148	https://v10-1.orthodb.org/?query=126518at1385	Cell division protein SepF
126596at1385	Complete	NODE_2_length_245272_cov_72.276469	121426	121992	-	221.0	137	https://v10-1.orthodb.org/?query=126596at1385	Winged helix-like DNA-binding domain superfamily
126869at1385	Complete	NODE_3_length_177228_cov_64.729564	14708	15301	+	164.3	127	https://v10-1.orthodb.org/?query=126869at1385	Winged helix-like DNA-binding domain superfamily
126933at1385	Complete	NODE_28_length_55587_cov_60.025175	9616	10065	+	203.2	119	https://v10-1.orthodb.org/?query=126933at1385	Arginine repressor
127274at1385	Complete	NODE_12_length_110573_cov_70.712092	42674	43420	-	206.1	180	https://v10-1.orthodb.org/?query=127274at1385	RNA 2-O ribose methyltransferase, substrate binding
127808at1385	Complete	NODE_10_length_134281_cov_67.927667	27132	27701	+	118.3	97	https://v10-1.orthodb.org/?query=127808at1385	Deoxycytidylate deaminase
128611at1385	Complete	NODE_11_length_115385_cov_68.112937	40004	40522	+	82.4	126	https://v10-1.orthodb.org/?query=128611at1385	Rod shape-determining protein MreD
129199at1385	Complete	NODE_3_length_177228_cov_64.729564	94421	95119	+	140.4	138	https://v10-1.orthodb.org/?query=129199at1385	Winged helix-like DNA-binding domain superfamily
129262at1385	Complete	NODE_12_length_110573_cov_70.712092	12264	12851	-	243.8	173	https://v10-1.orthodb.org/?query=129262at1385	non-canonical purine NTP pyrophosphatase
129443at1385	Complete	NODE_12_length_110573_cov_70.712092	64664	65167	-	252.9	145	https://v10-1.orthodb.org/?query=129443at1385	Translation initiation factor 3, C-terminal
129809at1385	Complete	NODE_29_length_55167_cov_125.731583	50405	51262	+	342.7	226	https://v10-1.orthodb.org/?query=129809at1385	Dihydropteroate synthase
130051at1385	Complete	NODE_24_length_59682_cov_130.117631	40293	40793	-	228.5	135	https://v10-1.orthodb.org/?query=130051at1385	Ribosomal protein L10
130271at1385	Complete	NODE_13_length_107674_cov_210.936805	95064	95534	+	237.3	135	https://v10-1.orthodb.org/?query=130271at1385	SsrA-binding protein
130486at1385	Complete	NODE_2_length_245272_cov_72.276469	108785	109309	-	160.9	133	https://v10-1.orthodb.org/?query=130486at1385	Ribosome maturation factor RimM
130769at1385	Complete	NODE_10_length_134281_cov_67.927667	24734	25477	+	179.7	180	https://v10-1.orthodb.org/?query=130769at1385	methyltransferase
131006at1385	Complete	NODE_32_length_48489_cov_89.037577	42197	42835	-	144.7	142	https://v10-1.orthodb.org/?query=131006at1385	Imidazole glycerol phosphate synthase subunit HisH
131113at1385	Complete	NODE_24_length_59682_cov_130.117631	6574	7011	-	222.6	131	https://v10-1.orthodb.org/?query=131113at1385	Ribosomal protein L13
131117at1385	Complete	NODE_11_length_115385_cov_68.112937	47699	48556	+	252.4	221	https://v10-1.orthodb.org/?query=131117at1385	Prephenate dehydratase
131198at1385	Complete	NODE_24_length_59682_cov_130.117631	30736	31152	-	203.0	110	https://v10-1.orthodb.org/?query=131198at1385	Ribosomal protein S12, bacterial-type
131285at1385	Complete	NODE_29_length_55167_cov_125.731583	24173	24739	+	206.2	145	https://v10-1.orthodb.org/?query=131285at1385	Peptidyl-tRNA hydrolase
131666at1385	Complete	NODE_2_length_245272_cov_72.276469	165106	165651	-	213.2	138	https://v10-1.orthodb.org/?query=131666at1385	Bifunctional protein PyrR
131672at1385	Complete	NODE_29_length_55167_cov_125.731583	8588	9466	+	266.8	206	https://v10-1.orthodb.org/?query=131672at1385	rRNA (cytidine-2'-O-)-methyltransferase
132236at1385	Complete	NODE_10_length_134281_cov_67.927667	23244	23813	+	181.3	161	https://v10-1.orthodb.org/?query=132236at1385	Nicotinate/nicotinamide nucleotide adenylyltransferase
132353at1385	Complete	NODE_3_length_177228_cov_64.729564	83479	84672	+	333.5	272	https://v10-1.orthodb.org/?query=132353at1385	CCA-adding enzyme
132505at1385	Complete	NODE_3_length_177228_cov_64.729564	43831	44505	+	245.3	195	https://v10-1.orthodb.org/?query=132505at1385	Cytidylate kinase
132510at1385	Complete	NODE_38_length_43238_cov_89.874048	26467	26940	-	164.4	112	https://v10-1.orthodb.org/?query=132510at1385	tRNA (cytidine(34)-2'-O)-methyltransferase
132822at1385	Complete	NODE_2_length_245272_cov_72.276469	213381	213866	-	201.4	137	https://v10-1.orthodb.org/?query=132822at1385	pantetheine-phosphate adenylyltransferase
133083at1385	Complete	NODE_24_length_59682_cov_130.117631	58941	59405	-	159.5	135	https://v10-1.orthodb.org/?query=133083at1385	Transcriptional regulator CtsR
133190at1385	Complete	NODE_24_length_59682_cov_130.117631	20920	21354	-	243.0	130	https://v10-1.orthodb.org/?query=133190at1385	Ribosomal protein L16
133590at1385	Complete	NODE_3_length_177228_cov_64.729564	13933	14718	+	211.2	179	https://v10-1.orthodb.org/?query=133590at1385	Segregation and condensation protein A
134426at1385	Complete	NODE_2_length_245272_cov_72.276469	62889	63446	-	264.9	165	https://v10-1.orthodb.org/?query=134426at1385	Ribosome recycling factor
134485at1385	Fragmented	NODE_24_length_59682_cov_130.117631	58370	58717	-	144.0	99	https://v10-1.orthodb.org/?query=134485at1385	UVR domain
135903at1385	Complete	NODE_1_length_284620_cov_98.478119	75972	76442	-	211.4	123	https://v10-1.orthodb.org/?query=135903at1385	beta-hydroxyacyl-ACP dehydratase
136273at1385	Complete	NODE_3_length_177228_cov_64.729564	77552	78145	+	186.9	152	https://v10-1.orthodb.org/?query=136273at1385	Protein of unknown function DUF1405
136372at1385	Complete	NODE_15_length_89294_cov_82.267551	2296	2769	-	168.4	111	https://v10-1.orthodb.org/?query=136372at1385	peroxiredoxin
136422at1385	Complete	NODE_3_length_177228_cov_64.729564	10303	10950	+	176.5	143	https://v10-1.orthodb.org/?query=136422at1385	Riboflavin synthase subunit alpha
136689at1385	Complete	NODE_24_length_59682_cov_130.117631	16994	17500	-	292.1	153	https://v10-1.orthodb.org/?query=136689at1385	Ribosomal protein S5
136691at1385	Complete	NODE_2_length_245272_cov_72.276469	20764	21345	-	224.7	157	https://v10-1.orthodb.org/?query=136691at1385	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
136697at1385	Complete	NODE_11_length_115385_cov_68.112937	19376	19963	+	301.7	170	https://v10-1.orthodb.org/?query=136697at1385	GTP binding domain
137078at1385	Complete	NODE_2_length_245272_cov_72.276469	153989	154621	-	229.7	143	https://v10-1.orthodb.org/?query=137078at1385	Orotate phosphoribosyltransferase
137532at1385	Complete	NODE_43_length_28370_cov_119.979587	23377	23856	+	209.1	136	https://v10-1.orthodb.org/?query=137532at1385	RNA methyltransferase RlmH
137602at1385	Complete	NODE_42_length_30993_cov_96.737087	28622	29311	-	146.2	122	https://v10-1.orthodb.org/?query=137602at1385	Gcp-like domain
137718at1385	Complete	NODE_24_length_59682_cov_130.117631	41838	42263	-	252.1	130	https://v10-1.orthodb.org/?query=137718at1385	Ribosomal protein L11, C-terminal
137751at1385	Complete	NODE_11_length_115385_cov_68.112937	79479	79919	+	180.5	126	https://v10-1.orthodb.org/?query=137751at1385	D-aminoacyl-tRNA deacylase
138109at1385	Complete	NODE_3_length_177228_cov_64.729564	12194	12658	+	236.8	136	https://v10-1.orthodb.org/?query=138109at1385	6,7-dimethyl-8-ribityllumazine synthase
138752at1385	Complete	NODE_2_length_245272_cov_72.276469	51726	52196	-	170.1	124	https://v10-1.orthodb.org/?query=138752at1385	Ribosome maturation factor RimP
138868at1385	Complete	NODE_2_length_245272_cov_72.276469	171520	172293	-	215.6	197	https://v10-1.orthodb.org/?query=138868at1385	RNA-binding S4 domain
138969at1385	Complete	NODE_10_length_134281_cov_67.927667	57863	58630	+	277.1	208	https://v10-1.orthodb.org/?query=138969at1385	DNA repair protein RecO
139105at1385	Complete	NODE_11_length_115385_cov_68.112937	102177	102593	+	155.0	104	https://v10-1.orthodb.org/?query=139105at1385	YqgF/RNase H-like domain
139799at1385	Complete	NODE_21_length_63332_cov_124.278948	46881	47600	-	258.2	180	https://v10-1.orthodb.org/?query=139799at1385	rRNA small subunit methyltransferase G
140068at1385	Complete	NODE_24_length_59682_cov_130.117631	18483	18881	-	209.4	117	https://v10-1.orthodb.org/?query=140068at1385	Ribosomal protein S8
140352at1385	Complete	NODE_4_length_167759_cov_77.424081	55374	55817	-	181.0	113	https://v10-1.orthodb.org/?query=140352at1385	iron-sulfur cluster assembly scaffold protein
140594at1385	Complete	NODE_25_length_59361_cov_103.024804	24828	25397	-	211.5	147	https://v10-1.orthodb.org/?query=140594at1385	Ribosome hibernation promoting factor
140928at1385	Complete	NODE_24_length_59682_cov_130.117631	45569	46000	-	148.7	105	https://v10-1.orthodb.org/?query=140928at1385	Mini-ribonuclease 3
141466at1385	Complete	NODE_29_length_55167_cov_125.731583	14755	15315	+	185.7	143	https://v10-1.orthodb.org/?query=141466at1385	Ribonuclease M5
