locus_tag	ftype	length_bp	gene	EC_number	COG	product
AJKAJODB_00908	CDS	996				hypothetical protein
AJKAJODB_00909	CDS	1314				hypothetical protein
AJKAJODB_00910	CDS	447	yqeY		COG1610	putative protein YqeY
AJKAJODB_00911	CDS	174	rpsU		COG0828	30S ribosomal protein S21
AJKAJODB_00912	CDS	933				hypothetical protein
AJKAJODB_00913	CDS	1356	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
AJKAJODB_00914	CDS	771	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
AJKAJODB_00915	CDS	936	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
AJKAJODB_00916	CDS	1128	dnaJ			Chaperone protein DnaJ
AJKAJODB_00917	CDS	1836	dnaK		COG0443	Chaperone protein DnaK
AJKAJODB_00918	CDS	564	grpE		COG0576	Protein GrpE
AJKAJODB_00919	CDS	1032	hrcA		COG1420	Heat-inducible transcription repressor HrcA
AJKAJODB_00920	CDS	1140	hemW		COG0635	Heme chaperone HemW
AJKAJODB_00921	CDS	1839	lepA	3.6.5.-	COG0481	Elongation factor 4
AJKAJODB_00922	CDS	339				hypothetical protein
AJKAJODB_00923	CDS	1206				hypothetical protein
AJKAJODB_00924	CDS	1107	gpr	3.4.24.78		Germination protease
AJKAJODB_00925	CDS	267	rpsT		COG0268	30S ribosomal protein S20
AJKAJODB_00926	CDS	1044	yqeN		COG1466	putative protein YqeN
AJKAJODB_00927	CDS	135				hypothetical protein
AJKAJODB_00928	CDS	2331	comEC		COG0658	ComE operon protein 3
AJKAJODB_00929	CDS	570	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
AJKAJODB_00930	CDS	618	comEA		COG1555	ComE operon protein 1
AJKAJODB_00931	CDS	822	proC_2	1.5.1.2		Pyrroline-5-carboxylate reductase
AJKAJODB_00932	CDS	744	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
AJKAJODB_00933	CDS	357	rsfS		COG0799	Ribosomal silencing factor RsfS
AJKAJODB_00934	CDS	561				hypothetical protein
AJKAJODB_00935	CDS	570	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
AJKAJODB_00936	CDS	291			COG1534	RNA-binding protein
AJKAJODB_00937	CDS	843	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
AJKAJODB_00938	CDS	1101	yqeH		COG1161	putative protein YqeH
AJKAJODB_00939	CDS	528				hypothetical protein
AJKAJODB_00940	CDS	93				hypothetical protein
AJKAJODB_00941	CDS	732				hypothetical protein
AJKAJODB_00942	CDS	753	cwlH	3.5.1.28	COG3409	N-acetylmuramoyl-L-alanine amidase CwlH
AJKAJODB_00943	CDS	627	ydjZ_2		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
AJKAJODB_00944	CDS	894		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
AJKAJODB_00945	CDS	720				hypothetical protein
AJKAJODB_00946	CDS	411	nucB_1	3.-.-.-		Sporulation-specific extracellular nuclease
AJKAJODB_00947	CDS	729	sigK		COG1191	RNA polymerase sigma-K factor
AJKAJODB_00948	CDS	1389	fumC_1	4.2.1.2		Fumarate hydratase class II
AJKAJODB_00949	CDS	891	gltC_1			HTH-type transcriptional regulator GltC
AJKAJODB_00950	CDS	396				hypothetical protein
AJKAJODB_00951	CDS	129				hypothetical protein
AJKAJODB_00952	CDS	1128	rapH_1	3.1.-.-		Response regulator aspartate phosphatase H
AJKAJODB_00953	CDS	102	yeeF_1	3.1.-.-		Putative ribonuclease YeeF
AJKAJODB_00954	CDS	1041				hypothetical protein
AJKAJODB_00955	CDS	672				hypothetical protein
AJKAJODB_00956	CDS	288				hypothetical protein
AJKAJODB_00957	CDS	441				hypothetical protein
AJKAJODB_00958	CDS	453				hypothetical protein
AJKAJODB_00959	CDS	360				hypothetical protein
AJKAJODB_00960	CDS	480				hypothetical protein
AJKAJODB_00961	CDS	177				hypothetical protein
AJKAJODB_00962	CDS	174				hypothetical protein
AJKAJODB_00963	CDS	234				hypothetical protein
AJKAJODB_00964	CDS	213	yqcF			Antitoxin YqcF
AJKAJODB_00965	CDS	291				hypothetical protein
AJKAJODB_00966	CDS	1548				hypothetical protein
AJKAJODB_00967	CDS	759				IS21 family transposase IS643
AJKAJODB_00968	CDS	360				hypothetical protein
AJKAJODB_00969	CDS	198				hypothetical protein
AJKAJODB_00970	CDS	1098				hypothetical protein
AJKAJODB_00971	CDS	327				hypothetical protein
AJKAJODB_00972	CDS	231				hypothetical protein
AJKAJODB_00973	CDS	822	hag_1		COG1344	Flagellin
AJKAJODB_00974	CDS	2874	uvrA			UvrABC system protein A
AJKAJODB_00975	CDS	1986	uvrB_1		COG0556	UvrABC system protein B
AJKAJODB_00976	CDS	231	csbA		COG4897	Protein CsbA
AJKAJODB_00977	CDS	2496	pigC	6.4.-.-		Prodigiosin synthesizing transferase PigC
AJKAJODB_00978	CDS	570	bm3R1_1			HTH-type transcriptional repressor Bm3R1
AJKAJODB_00979	CDS	1335	ribZ_1			Riboflavin transporter RibZ
AJKAJODB_00980	CDS	1194	minJ		COG0265	Cell division topological determinant MinJ
AJKAJODB_00981	CDS	336				hypothetical protein
AJKAJODB_00982	CDS	1443	ctpB	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpB
AJKAJODB_00983	CDS	900	ftsX		COG2177	Cell division protein FtsX
AJKAJODB_00984	CDS	687	ftsE		COG2884	Cell division ATP-binding protein FtsE
AJKAJODB_00985	CDS	339	cccB		COG2010	Cytochrome c-551
AJKAJODB_00986	CDS	846				hypothetical protein
AJKAJODB_00987	CDS	984	prfB			Peptide chain release factor 2
AJKAJODB_00988	CDS	2526	secA		COG0653	Protein translocase subunit SecA
AJKAJODB_00989	CDS	570	yvyD		COG1544	Ribosome hibernation promotion factor
AJKAJODB_00990	CDS	300				hypothetical protein
AJKAJODB_00991	CDS	342	fliT			Flagellar protein FliT
AJKAJODB_00992	CDS	402	fliS		COG1516	Flagellar secretion chaperone FliS
AJKAJODB_00993	CDS	1497	fliD		COG1345	Flagellar hook-associated protein 2
AJKAJODB_00994	CDS	330	yvyC		COG1334	putative protein YvyC
AJKAJODB_00995	CDS	918	hag_2		COG1344	Flagellin
AJKAJODB_00996	CDS	225	csrA		COG1551	Translational regulator CsrA
AJKAJODB_00997	CDS	432	fliW		COG1699	Flagellar assembly factor FliW
AJKAJODB_00998	CDS	576	yviE			putative protein YviE
AJKAJODB_00999	CDS	897	flaB3		COG1344	Flagellin FlaB3
AJKAJODB_01000	CDS	1524				hypothetical protein
AJKAJODB_01001	CDS	483	yvyG			putative protein YvyG
AJKAJODB_01002	CDS	267				hypothetical protein
AJKAJODB_01003	CDS	420				hypothetical protein
AJKAJODB_01004	CDS	723				hypothetical protein
AJKAJODB_01005	CDS	297	comFB			ComF operon protein 2
AJKAJODB_01006	CDS	1392	comFA	3.6.4.12	COG4098	ComF operon protein 1
AJKAJODB_01007	CDS	846	degV		COG1307	Protein DegV
AJKAJODB_01008	CDS	690	degU		COG2197	Transcriptional regulatory protein DegU
AJKAJODB_01009	CDS	1158	degS	2.7.13.3		Signal transduction histidine-protein kinase/phosphatase DegS
AJKAJODB_01010	CDS	654	yigZ		COG1739	IMPACT family member YigZ
AJKAJODB_01011	CDS	996	tagV	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagV
AJKAJODB_01012	CDS	204	tagU	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
AJKAJODB_01013	CDS	321	lytA			Membrane-bound protein LytA
AJKAJODB_01014	CDS	2145	lytB		COG2247	Amidase enhancer
AJKAJODB_01015	CDS	1488	lytC_1	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase LytC
AJKAJODB_01016	CDS	1728	sgrR		COG4533	HTH-type transcriptional regulator SgrR
AJKAJODB_01017	CDS	1206	yfcJ			putative MFS-type transporter YfcJ
AJKAJODB_01018	CDS	1155				hypothetical protein
AJKAJODB_01019	CDS	990	cytR		COG1609	HTH-type transcriptional repressor CytR
AJKAJODB_01020	CDS	1326	ntdA	2.6.1.104	COG0399	3-oxo-glucose-6-phosphate:glutamate aminotransferase
AJKAJODB_01021	CDS	849	ntdB	3.1.3.92	COG0561	Kanosamine-6-phosphate phosphatase
AJKAJODB_01022	CDS	1053	ntdC	1.1.1.361	COG0673	Glucose-6-phosphate 3-dehydrogenase
AJKAJODB_01023	CDS	1221	glcP		COG0738	Glucose/mannose transporter GlcP
AJKAJODB_01024	CDS	183				hypothetical protein
AJKAJODB_01025	CDS	198				hypothetical protein
AJKAJODB_01026	CDS	528	pchR			HTH-type transcriptional regulator PchR
AJKAJODB_01027	CDS	1497	oxyS	1.14.13.234		12-dehydrotetracycline 5-monooxygenase/anhydrotetracycline 6-monooxygenase
AJKAJODB_01028	CDS	507	sipV	3.4.21.89	COG0681	Signal peptidase I V
AJKAJODB_01029	CDS	624	ydjZ_3		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
AJKAJODB_01030	CDS	372				hypothetical protein
AJKAJODB_01031	CDS	201				hypothetical protein
AJKAJODB_01032	CDS	1470	yodF_1		COG0591	putative symporter YodF
AJKAJODB_01033	CDS	270				hypothetical protein
AJKAJODB_01034	CDS	900	yghA	1.-.-.-		putative oxidoreductase YghA
AJKAJODB_01035	CDS	579	comK		COG4903	Competence transcription factor
AJKAJODB_01036	CDS	234				hypothetical protein
AJKAJODB_01037	CDS	858	ydaD_1	1.-.-.-		General stress protein 39
AJKAJODB_01038	CDS	252				hypothetical protein
AJKAJODB_01039	CDS	657				hypothetical protein
AJKAJODB_01040	CDS	522	petC_1	7.1.1.6		Cytochrome b6-f complex iron-sulfur subunit
AJKAJODB_01041	CDS	1299	hemAT		COG0840	Heme-based aerotactic transducer HemAT
AJKAJODB_01042	CDS	561	bioY_2		COG1268	putative biotin transporter BioY
AJKAJODB_01043	CDS	1440	yhfT	6.2.1.-	COG0318	putative acyl--CoA ligase YhfT
AJKAJODB_01044	CDS	1095	yhfS	2.3.1.-	COG0183	Putative acetyl-CoA C-acetyltransferase YhfS
AJKAJODB_01045	CDS	582	pspA	3.1.3.3	COG0406	Phosphoserine phosphatase 1
AJKAJODB_01046	CDS	972	yhfQ		COG4594	Putative ABC transporter substrate-binding lipoprotein YhfQ
AJKAJODB_01047	CDS	993	yhfP	1.6.5.-	COG0604	Putative quinone oxidoreductase YhfP
AJKAJODB_01048	CDS	450				hypothetical protein
AJKAJODB_01049	CDS	1146	aprN	3.4.21.62		Subtilisin NAT
AJKAJODB_01050	CDS	1281	htpX_2	3.4.24.-		Protease HtpX
AJKAJODB_01051	CDS	396				hypothetical protein
AJKAJODB_01052	CDS	1590	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
AJKAJODB_01053	CDS	645	yhfK	4.-.-.-	COG0702	putative sugar epimerase YhfK
AJKAJODB_01054	CDS	996	lplJ	6.3.1.20	COG0095	Lipoate-protein ligase LplJ
AJKAJODB_01055	CDS	735			COG1234	putative protein
AJKAJODB_01056	CDS	1290	gltT			Proton/sodium-glutamate symport protein
AJKAJODB_01057	CDS	408				hypothetical protein
AJKAJODB_01058	CDS	1041	ysdC_2	3.4.11.-	COG1363	Putative aminopeptidase YsdC
AJKAJODB_01059	CDS	777				hypothetical protein
AJKAJODB_01060	CDS	978	fabHB	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3 protein 2
AJKAJODB_01061	CDS	2328	smc_1			Chromosome partition protein Smc
AJKAJODB_01062	CDS	576				hypothetical protein
AJKAJODB_01063	CDS	1413	hemY	1.3.3.4	COG1232	Protoporphyrinogen oxidase
AJKAJODB_01064	CDS	933	hemH	4.99.1.1	COG0276	Ferrochelatase
AJKAJODB_01065	CDS	1062	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
AJKAJODB_01066	CDS	2145	pbpF		COG0744	Penicillin-binding protein 1F
AJKAJODB_01067	CDS	501	hmoB	1.14.14.18	COG2329	Heme-degrading monooxygenase HmoB
AJKAJODB_01068	CDS	318				hypothetical protein
AJKAJODB_01069	CDS	1389				hypothetical protein
AJKAJODB_01070	CDS	1191		3.5.1.47		N-acetyldiaminopimelate deacetylase
AJKAJODB_01071	CDS	711				hypothetical protein
AJKAJODB_01072	CDS	1227				hypothetical protein
AJKAJODB_01073	CDS	744	ecsA_1		COG1131	ABC-type transporter ATP-binding protein EcsA
AJKAJODB_01074	CDS	438	hit		COG0537	Protein hit
AJKAJODB_01075	CDS	1080	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
AJKAJODB_01076	CDS	519	trpP			putative tryptophan transport protein
AJKAJODB_01077	CDS	192				hypothetical protein
AJKAJODB_01078	CDS	402				hypothetical protein
AJKAJODB_01079	CDS	612	hpr		COG1846	HTH-type transcriptional regulator Hpr
AJKAJODB_01080	CDS	333	yhaI			putative protein YhaI
AJKAJODB_01081	CDS	519				hypothetical protein
AJKAJODB_01082	CDS	885	prsA	5.2.1.8	COG0760	Foldase protein PrsA
AJKAJODB_01083	CDS	213	yhaL			Sporulation protein YhaL
AJKAJODB_01084	CDS	945	yhaM	3.1.-.-	COG3481	3'-5' exoribonuclease YhaM
AJKAJODB_01085	CDS	2883	yhaN		COG4717	putative protein YhaN
AJKAJODB_01086	CDS	1227	yhaO		COG0420	putative metallophosphoesterase YhaO
AJKAJODB_01087	CDS	1260	yhaP		COG1668	putative protein YhaP
AJKAJODB_01088	CDS	897		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
AJKAJODB_01089	CDS	186				hypothetical protein
AJKAJODB_01090	CDS	816	paaF	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
AJKAJODB_01091	CDS	318	khtS			K(+)/H(+) antiporter modulator KhtS
AJKAJODB_01092	CDS	498	khtT_1		COG0490	K(+)/H(+) antiporter subunit KhtT
AJKAJODB_01093	CDS	1218	khtU		COG0475	K(+)/H(+) antiporter subunit KhtU
AJKAJODB_01094	CDS	1506	hemZ	1.3.99.-	COG0635	Oxygen-independent coproporphyrinogen-III oxidase-like protein HemZ
AJKAJODB_01095	CDS	867	yhaX		COG0561	Stress response protein YhaX
AJKAJODB_01096	CDS	453	yhaZ_1		COG4335	putative protein YhaZ
AJKAJODB_01097	CDS	579	yhaZ_2		COG4335	putative protein YhaZ
AJKAJODB_01098	CDS	354				hypothetical protein
AJKAJODB_01099	CDS	1134				hypothetical protein
AJKAJODB_01100	CDS	1092				hypothetical protein
AJKAJODB_01101	CDS	1362	yheD			Endospore coat-associated protein YheD
AJKAJODB_01102	CDS	210				hypothetical protein
AJKAJODB_01103	CDS	204				Small, acid-soluble spore protein 1
AJKAJODB_01104	CDS	621				hypothetical protein
AJKAJODB_01105	CDS	2022	yheH	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH
AJKAJODB_01106	CDS	1758	yheI_2	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
AJKAJODB_01107	CDS	501	nhaX		COG0589	Stress response protein NhaX
AJKAJODB_01108	CDS	1362	nhaC		COG1757	Na(+)/H(+) antiporter NhaC
AJKAJODB_01109	CDS	849	dat	2.6.1.21		D-alanine aminotransferase
AJKAJODB_01110	CDS	849		3.5.1.104	COG0726	Peptidoglycan-N-acetylglucosamine deacetylase
AJKAJODB_01111	CDS	744	cobB	2.3.1.286	COG0846	NAD-dependent protein deacetylase
AJKAJODB_01112	CDS	1116				hypothetical protein
AJKAJODB_01113	CDS	108				hypothetical protein
AJKAJODB_01114	CDS	732	glpQ_1	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
AJKAJODB_01115	CDS	396	crcB_1			Putative fluoride ion transporter CrcB
AJKAJODB_01116	CDS	357	crcB_2		COG0239	Putative fluoride ion transporter CrcB
AJKAJODB_01117	CDS	1386				hypothetical protein
AJKAJODB_01118	CDS	735	aspC	2.6.1.1	COG0436	Aspartate aminotransferase
AJKAJODB_01119	CDS	450				hypothetical protein
AJKAJODB_01120	CDS	546				hypothetical protein
AJKAJODB_01121	CDS	1335				hypothetical protein
AJKAJODB_01122	CDS	600	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
AJKAJODB_01123	CDS	996	yhdN	1.1.1.-	COG0667	Aldo-keto reductase YhdN
AJKAJODB_01124	CDS	492	sigM_1		COG1595	ECF RNA polymerase sigma factor SigM
AJKAJODB_01125	CDS	1074	yhdL			putative anti-sigma-M factor YhdL
AJKAJODB_01126	CDS	291	yhdK			putative anti-sigma-M factor YhdK
AJKAJODB_01127	CDS	429				hypothetical protein
AJKAJODB_01128	CDS	1410	gabR_1		COG1167	HTH-type transcriptional regulatory protein GabR
AJKAJODB_01129	CDS	1356				hypothetical protein
AJKAJODB_01130	CDS	1398	yhdG_2		COG0531	putative amino acid permease YhdG
AJKAJODB_01131	CDS	870	ydaD_2	1.-.-.-		General stress protein 39
AJKAJODB_01132	CDS	1101	citA	2.3.3.16	COG0372	Citrate synthase 1
AJKAJODB_01133	CDS	876	cysL_1		COG0583	HTH-type transcriptional regulator CysL
AJKAJODB_01134	CDS	1005	lytE	3.4.-.-		putative peptidoglycan endopeptidase LytE
AJKAJODB_01135	CDS	1377	phoA	3.1.3.1	COG1785	Alkaline phosphatase 4
AJKAJODB_01136	CDS	1407				hypothetical protein
AJKAJODB_01137	CDS	1527				hypothetical protein
AJKAJODB_01138	CDS	441	nsrR		COG1959	HTH-type transcriptional repressor NsrR
AJKAJODB_01139	CDS	1461	lytF	3.4.-.-	COG0791	Peptidoglycan endopeptidase LytF
AJKAJODB_01140	CDS	324				hypothetical protein
AJKAJODB_01141	CDS	243				hypothetical protein
AJKAJODB_01142	CDS	525	azr	1.7.-.-	COG0431	FMN-dependent NADPH-azoreductase
AJKAJODB_01143	CDS	648	liaR_1		COG2197	Transcriptional regulatory protein LiaR
AJKAJODB_01144	CDS	1140				hypothetical protein
AJKAJODB_01145	CDS	1746	pgcA	5.4.2.2		Phosphoglucomutase
AJKAJODB_01146	CDS	1665	glpD	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
AJKAJODB_01147	CDS	1491	glpK	2.7.1.30	COG0554	Glycerol kinase
AJKAJODB_01148	CDS	825	glpF		COG0580	Glycerol uptake facilitator protein
AJKAJODB_01149	CDS	576	glpP		COG1954	Glycerol uptake operon antiterminator regulatory protein
AJKAJODB_01150	CDS	1338	tpa	2.6.1.77	COG0161	Taurine--pyruvate aminotransferase
AJKAJODB_01151	CDS	1542				hypothetical protein
AJKAJODB_01152	CDS	663	cbbY	3.1.3.-	COG0637	Protein CbbY
AJKAJODB_01153	CDS	423	hrp1_1		COG0517	Hypoxic response protein 1
AJKAJODB_01154	CDS	396				hypothetical protein
AJKAJODB_01155	CDS	909	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
AJKAJODB_01156	CDS	597	srtD	3.4.22.-	COG3764	Sortase D
AJKAJODB_01157	CDS	3588	yhcR	3.1.31.-	COG0737	Endonuclease YhcR
AJKAJODB_01158	CDS	645				hypothetical protein
AJKAJODB_01159	CDS	1014				hypothetical protein
AJKAJODB_01160	CDS	576	yhcN			putative spore germination lipoprotein YhcN
AJKAJODB_01161	CDS	447				hypothetical protein
AJKAJODB_01162	CDS	123				hypothetical protein
AJKAJODB_01163	CDS	1173	rapI_1	3.1.-.-		Response regulator aspartate phosphatase I
AJKAJODB_01164	CDS	789				hypothetical protein
AJKAJODB_01165	CDS	384				hypothetical protein
AJKAJODB_01166	CDS	507				hypothetical protein
AJKAJODB_01167	CDS	990				hypothetical protein
AJKAJODB_01168	CDS	1791				hypothetical protein
AJKAJODB_01169	CDS	237				hypothetical protein
AJKAJODB_01170	CDS	294				hypothetical protein
AJKAJODB_01171	CDS	231				hypothetical protein
AJKAJODB_01172	CDS	360				hypothetical protein
AJKAJODB_01173	CDS	282				hypothetical protein
AJKAJODB_01174	CDS	708				hypothetical protein
AJKAJODB_01175	CDS	432	cotP		COG0071	Spore coat protein P
AJKAJODB_01176	CDS	243				hypothetical protein
AJKAJODB_01177	CDS	273				hypothetical protein
AJKAJODB_01178	CDS	600				hypothetical protein
AJKAJODB_01179	CDS	345				hypothetical protein
AJKAJODB_01180	CDS	474	yycN_1	2.3.1.-	COG0454	putative N-acetyltransferase YycN
AJKAJODB_01181	CDS	1647	vmlR			ABC-F type ribosomal protection protein VmlR
AJKAJODB_01182	CDS	1377	cycA_1		COG1113	D-serine/D-alanine/glycine transporter
AJKAJODB_01183	CDS	519				hypothetical protein
AJKAJODB_01184	CDS	513				hypothetical protein
AJKAJODB_01185	CDS	2658	ydgH		COG2409	Putative membrane protein YdgH
AJKAJODB_01186	CDS	630	yodC_1	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YodC
AJKAJODB_01187	CDS	435	slyA_1			Transcriptional regulator SlyA
AJKAJODB_01188	CDS	1209	bcr			Bicyclomycin resistance protein
AJKAJODB_01189	CDS	738				hypothetical protein
AJKAJODB_01190	CDS	675	rspR		COG1802	HTH-type transcriptional repressor RspR
AJKAJODB_01191	CDS	1263	ydhD_1	3.2.-.-	COG3858	Putative sporulation-specific glycosylase YdhD
AJKAJODB_01192	CDS	1188	tylCV	2.4.1.318		Demethyllactenocin mycarosyltransferase
AJKAJODB_01193	CDS	711				hypothetical protein
AJKAJODB_01194	CDS	1389	phoB	3.1.3.1	COG1785	Alkaline phosphatase 3
AJKAJODB_01195	CDS	372	fra		COG5646	Intracellular iron chaperone frataxin
AJKAJODB_01196	CDS	498				hypothetical protein
AJKAJODB_01197	CDS	480				hypothetical protein
AJKAJODB_01198	CDS	978				hypothetical protein
AJKAJODB_01199	CDS	570	ydhK			putative protein YdhK
AJKAJODB_01200	CDS	1167	pbuE_1		COG2814	Purine efflux pump PbuE
AJKAJODB_01201	CDS	312	gmuB	2.7.1.205	COG1440	PTS system oligo-beta-mannoside-specific EIIB component
AJKAJODB_01202	CDS	216	gmuA		COG1447	PTS system oligo-beta-mannoside-specific EIIA component
AJKAJODB_01203	CDS	783	gmuC_1		COG1455	PTS system oligo-beta-mannoside-specific EIIC component
AJKAJODB_01204	CDS	564	gmuC_2		COG1455	PTS system oligo-beta-mannoside-specific EIIC component
AJKAJODB_01205	CDS	1398	gmuD	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
AJKAJODB_01206	CDS	714	gmuR		COG2188	HTH-type transcriptional regulator GmuR
AJKAJODB_01207	CDS	900	gmuE	2.7.1.4	COG1940	Putative fructokinase
AJKAJODB_01208	CDS	150				hypothetical protein
AJKAJODB_01209	CDS	414	gmuF	5.3.1.8	COG1482	putative mannose-6-phosphate isomerase GmuF
AJKAJODB_01210	CDS	1089	gmuG	3.2.1.78	COG4124	Mannan endo-1,4-beta-mannosidase
AJKAJODB_01211	CDS	741				hypothetical protein
AJKAJODB_01212	tRNA	77				tRNA-Arg(acg)
AJKAJODB_01213	tRNA	74				tRNA-Gly(tcc)
AJKAJODB_01214	CDS	1548				hypothetical protein
AJKAJODB_01215	CDS	759				IS21 family transposase IS643
AJKAJODB_01216	CDS	180				hypothetical protein
AJKAJODB_01217	CDS	462				hypothetical protein
AJKAJODB_01218	CDS	126				hypothetical protein
AJKAJODB_01219	CDS	480				hypothetical protein
AJKAJODB_01220	CDS	108				hypothetical protein
AJKAJODB_01221	CDS	270				hypothetical protein
AJKAJODB_01222	CDS	231				hypothetical protein
AJKAJODB_01223	CDS	237				hypothetical protein
AJKAJODB_01224	CDS	822				hypothetical protein
AJKAJODB_01225	CDS	1203	tetA			Tetracycline resistance protein, class B
AJKAJODB_01226	CDS	459	bltD	2.3.1.57	COG0454	Spermine/spermidine acetyltransferase
AJKAJODB_01227	CDS	1305				hypothetical protein
AJKAJODB_01228	CDS	144				hypothetical protein
AJKAJODB_01229	CDS	966				hypothetical protein
AJKAJODB_01230	CDS	867	gltR_1		COG0583	HTH-type transcriptional regulator GltR
AJKAJODB_01231	CDS	1038	czcO	1.-.-.-	COG2072	putative oxidoreductase CzcO
AJKAJODB_01232	CDS	936	czcD		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
AJKAJODB_01233	CDS	207				hypothetical protein
AJKAJODB_01234	CDS	1323	brnQ_1		COG1114	Branched-chain amino acid transport system 2 carrier protein
AJKAJODB_01235	CDS	333				hypothetical protein
AJKAJODB_01236	CDS	714				hypothetical protein
AJKAJODB_01237	CDS	474	lrp_1		COG1522	Leucine-responsive regulatory protein
AJKAJODB_01238	CDS	276			COG2732	Barstar
AJKAJODB_01239	CDS	1233	pksS	1.14.-.-	COG2124	Polyketide biosynthesis cytochrome P450 PksS
AJKAJODB_01240	CDS	312				hypothetical protein
AJKAJODB_01241	CDS	567	rutB	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
AJKAJODB_01242	CDS	390				hypothetical protein
AJKAJODB_01243	CDS	156				hypothetical protein
AJKAJODB_01244	CDS	504				hypothetical protein
AJKAJODB_01245	CDS	855	aadK	2.7.7.-		Aminoglycoside 6-adenylyltransferase
AJKAJODB_01246	CDS	1044	nmoA	1.13.12.-	COG2070	Nitronate monooxygenase
AJKAJODB_01247	CDS	798	yrpC	5.1.1.3	COG0796	Glutamate racemase 2
AJKAJODB_01248	CDS	711	yncM_1			putative protein YncM
AJKAJODB_01249	CDS	162				hypothetical protein
AJKAJODB_01250	CDS	756				hypothetical protein
AJKAJODB_01251	CDS	531	sigM_2		COG1595	ECF RNA polymerase sigma factor SigM
AJKAJODB_01252	CDS	981	yajO	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
AJKAJODB_01253	CDS	816	csn	3.2.1.132		Chitosanase
AJKAJODB_01254	CDS	264				hypothetical protein
AJKAJODB_01255	CDS	762		3.-.-.-		putative hydrolase
AJKAJODB_01256	CDS	357				hypothetical protein
AJKAJODB_01257	CDS	360				hypothetical protein
AJKAJODB_01258	CDS	387				hypothetical protein
AJKAJODB_01259	CDS	246				hypothetical protein
AJKAJODB_01260	CDS	369				hypothetical protein
AJKAJODB_01261	CDS	1137		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
AJKAJODB_01262	CDS	198				hypothetical protein
AJKAJODB_01263	CDS	300				hypothetical protein
AJKAJODB_01264	CDS	423	adhR		COG0789	HTH-type transcriptional regulator AdhR
AJKAJODB_01265	CDS	195				hypothetical protein
AJKAJODB_01266	CDS	1050	adhA	1.1.1.-	COG1064	putative formaldehyde dehydrogenase AdhA
AJKAJODB_01267	CDS	510	yraA	3.2.-.-	COG0693	Putative cysteine protease YraA
AJKAJODB_01268	CDS	2034	sacC	3.2.1.80	COG1621	Levanase
AJKAJODB_01269	CDS	828	manZ		COG3716	PTS system mannose-specific EIID component
AJKAJODB_01270	CDS	810	sorA		COG3715	PTS system sorbose-specific EIIC component
AJKAJODB_01271	CDS	489	levE	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
AJKAJODB_01272	CDS	441	levD		COG2893	PTS system fructose-specific EIIA component
AJKAJODB_01273	CDS	2817	dgaR			Transcriptional regulatory protein DagR
AJKAJODB_01274	CDS	1389	cycA_2		COG1113	D-serine/D-alanine/glycine transporter
AJKAJODB_01275	CDS	633	leuE		COG1280	Leucine efflux protein
AJKAJODB_01276	CDS	828				hypothetical protein
AJKAJODB_01277	CDS	501	sigV		COG1595	RNA polymerase sigma factor SigV
AJKAJODB_01278	CDS	858	rsiV			Anti-sigma-V factor RsiV
